asap1_id,name1,,name1_shr,asap0_id,name0,name0_shr,rs_m_s,rs_m_e,rs2_m_s,rs2_m_e,,
728,Illizi,,Illizi,105,Algeria,Algeria,,,,,,
376,Jijel,,Jijel,105,Algeria,Algeria,,,,,,
71,Khenchela,,Khenchela,105,Algeria,Algeria,,,,,,
725,Laghouat,,Laghouat,105,Algeria,Algeria,,,,,,
424,Mascara,,Mascara,105,Algeria,Algeria,,,,,,
306,Medea,,Medea,105,Algeria,Algeria,,,,,,
16,Mila,,Mila,105,Algeria,Algeria,,,,,,
729,Mostaganem,,Mostaganem,105,Algeria,Algeria,,,,,,
730,M'Sila,,M'Sila,105,Algeria,Algeria,,,,,,
732,Naama,,Naama,105,Algeria,Algeria,,,,,,
440,Oran,,Oran,105,Algeria,Algeria,,,,,,
731,Ouargla,,Ouargla,105,Algeria,Algeria,,,,,,
93,Oum El Bouaghi,,Oum El Bouaghi,105,Algeria,Algeria,,,,,,
54,Relizane,,Relizane,105,Algeria,Algeria,,,,,,
733,Saida,,Saida,105,Algeria,Algeria,,,,,,
28,Setif,,Setif,105,Algeria,Algeria,,,,,,
716,Sidi Bel Abbes,,Sidi Bel Abbes,105,Algeria,Algeria,,,,,,
18,Skikda,,Skikda,105,Algeria,Algeria,,,,,,
458,Souk-Ahras,,Souk-Ahras,105,Algeria,Algeria,,,,,,
312,Tamanrasset,,Tamanrasset,105,Algeria,Algeria,,,,,,
455,Tebessa,,Tebessa,105,Algeria,Algeria,,,,,,
735,Tiaret,,Tiaret,105,Algeria,Algeria,,,,,,
734,Tindouf,,Tindouf,105,Algeria,Algeria,,,,,,
718,Tipaza,,Tipaza,105,Algeria,Algeria,,,,,,
431,Tissemsilt,,Tissemsilt,105,Algeria,Algeria,,,,,,
742,Tizi Ouzou,,Tizi Ouzou,105,Algeria,Algeria,,,,,,
58,Tlemcen,,Tlemcen,105,Algeria,Algeria,,,,,,
302,Andorra,,Andorra,6,Andorra,Andorra,,,,,,
313,Bengo,,Bengo,92,Angola,Angola,,,,,,
314,Benguela,,Benguela,92,Angola,Angola,,,,,,
315,Bie,,Bie,92,Angola,Angola,,,,,,
743,Cabinda,,Cabinda,92,Angola,Angola,,,,,,
323,Cuando Cubango,,Cuando Cubango,92,Angola,Angola,,,,,,
316,Cuanza Sul,,Cuanza Sul,92,Angola,Angola,,,,,,
747,Cunene,,Cunene,92,Angola,Angola,,,,,,
752,Huambo,,Huambo,92,Angola,Angola,,,,,,
749,Huila,,Huila,92,Angola,Angola,,,,,,
753,Kuanza Norte,,Kuanza Norte,92,Angola,Angola,,,,,,
757,Luanda,,Luanda,92,Angola,Angola,,,,,,
756,Lunda Norte,,Lunda Norte,92,Angola,Angola,,,,,,
759,Lunda Sul,,Lunda Sul,92,Angola,Angola,,,,,,
331,Malanje,,Malanje,92,Angola,Angola,,,,,,
333,Moxico,,Moxico,92,Angola,Angola,,,,,,
334,Namibe,,Namibe,92,Angola,Angola,,,,,,
322,Uige,,Uige,92,Angola,Angola,,,,,,
335,Zaire,,Zaire,92,Angola,Angola,,,,,,
347,Antigua and Barbuda,,Antigua,64,Antigua and Barbuda,Antigua,,,,,,
337,Buenos Aires,,Buenos Aires,166,Argentina,Argentina,,,,,,
339,Catamarca,,Catamarca,166,Argentina,Argentina,,,,,,
342,Chaco,,Chaco,166,Argentina,Argentina,,,,,,
358,Chubut,,Chubut,166,Argentina,Argentina,,,,,,
355,Cordoba,,Cordoba,166,Argentina,Argentina,,,,,,
364,Corrientes,,Corrientes,166,Argentina,Argentina,,,,,,
365,Entre Rios,,Entre Rios,166,Argentina,Argentina,,,,,,
366,Formosa,,Formosa,166,Argentina,Argentina,,,,,,
345,Jujuy,,Jujuy,166,Argentina,Argentina,,,,,,
408,La Pampa,,La Pampa,166,Argentina,Argentina,,,,,,
367,La Rioja,,La Rioja,166,Argentina,Argentina,,,,,,
368,Mendoza,,Mendoza,166,Argentina,Argentina,,,,,,
371,Misiones,,Misiones,166,Argentina,Argentina,,,,,,
373,Neuquen,,Neuquen,166,Argentina,Argentina,,,,,,
375,Rio Negro,,Rio Negro,166,Argentina,Argentina,,,,,,
377,Salta,,Salta,166,Argentina,Argentina,,,,,,
379,San Juan,,San Juan,166,Argentina,Argentina,,,,,,
372,San Luis,,San Luis,166,Argentina,Argentina,,,,,,
384,Santa Cruz,,Santa Cruz,166,Argentina,Argentina,,,,,,
457,Santa Fe,,Santa Fe,166,Argentina,Argentina,,,,,,
761,Santiago Del Estero,,Santiago Estero,166,Argentina,Argentina,,,,,,
762,Tierra Del Fuego,,Tierra Del Fuego,166,Argentina,Argentina,,,,,,
277,Tucuman,,Tucuman,166,Argentina,Argentina,,,,,,
668,Armenia,,Armenia,220,Armenia,Armenia,,,,,,
369,Administrative unit not available,,Unit unavailable,72,Arunachal Pradesh,Arunachal P.,,,,,,
2377,Administrative unit not available,,Unit unavailable,72,Arunachal Pradesh,Arunachal P.,,,,,,
764,Australian Capital Territory,,Australian C.T.,208,Australia,Australia,,,,,,
662,New South Wales,,New South Wales,208,Australia,Australia,,,,,,
745,Northern Territory,,North Territory,208,Australia,Australia,,,,,,
766,Queensland,,Queensland,208,Australia,Australia,,,,,,
57,South Australia,,South Australia,208,Australia,Australia,,,,,,
769,Tasmania,,Tasmania,208,Australia,Australia,,,,,,
770,Victoria,,Victoria,208,Australia,Australia,,,,,,
771,Western Australia,,West Australia,208,Australia,Australia,,,,,,
746,Burgenland,,Burgenland,147,Austria,Austria,,,,,,
736,Karnten,,Karnten,147,Austria,Austria,,,,,,
738,Niederosterreich,,Niederosterreich,147,Austria,Austria,,,,,,
739,Oberosterreich,,Oberosterreich,147,Austria,Austria,,,,,,
740,Salzburg,,Salzburg,147,Austria,Austria,,,,,,
744,Steiermark,,Steiermark,147,Austria,Austria,,,,,,
748,Tirol,,Tirol,147,Austria,Austria,,,,,,
772,Vorarlberg,,Vorarlberg,147,Austria,Austria,,,,,,
213,Wien,,Wien,147,Austria,Austria,,,,,,
2395,Absheron,,Absheron,85,Azerbaijan,Azerbaijan,,,,,,
2396,Aran,,Aran,85,Azerbaijan,Azerbaijan,,,,,,
2397,Daghlig Shirvan,,Daghlig Shirvan,85,Azerbaijan,Azerbaijan,,,,,,
2401,Ganja-Gazakh,,Ganja-Gazakh,85,Azerbaijan,Azerbaijan,,,,,,
2399,Guba-Khachmaz,,Guba-Khachmaz,85,Azerbaijan,Azerbaijan,,,,,,
461,Kalbajar-Lachin,,Kalbajar-Lachin,85,Azerbaijan,Azerbaijan,,,,,,
2402,Lankaran,,Lankaran,85,Azerbaijan,Azerbaijan,,,,,,
2403,Nakhchivan,,Nakhchivan,85,Azerbaijan,Azerbaijan,,,,,,
2404,Shaki-Zaqatala,,Shaki-Zaqatala,85,Azerbaijan,Azerbaijan,,,,,,
2405,Yukhari Garabakh,,Yukhari Garabakh,85,Azerbaijan,Azerbaijan,,,,,,
751,Administrative unit not available,,Unit unavailable,76,Bahamas,Bahamas,,,,,,
321,Bahrain,,Bahrain,16,Bahrain,Bahrain,,,,,,
773,Barisal,,Barisal,20,Bangladesh,Bangladesh,,,,,,
750,Chittagong,,Chittagong,20,Bangladesh,Bangladesh,,,,,,
754,Dhaka,,Dhaka,20,Bangladesh,Bangladesh,,,,,,
755,Khulna,,Khulna,20,Bangladesh,Bangladesh,,,,,,
626,Rajshahi,,Rajshahi,20,Bangladesh,Bangladesh,,,,,,
2293,Rangpur,,Rangpur,20,Bangladesh,Bangladesh,,,,,,
760,Sylhet,,Sylhet,20,Bangladesh,Bangladesh,,,,,,
194,Barbados,,Barbados,17,Barbados,Barbados,,,,,,
763,Brest,,Brest,2,Belarus,Belarus,,,,,,
765,Gomel,,Gomel,2,Belarus,Belarus,,,,,,
776,Grodno,,Grodno,2,Belarus,Belarus,,,,,,
775,Minsk,,Minsk,2,Belarus,Belarus,,,,,,
777,Mogilev,,Mogilev,2,Belarus,Belarus,,,,,,
767,Vitebsk,,Vitebsk,2,Belarus,Belarus,,,,,,
774,Region wallonne,,Region wallonne,127,Belgium,Belgium,,,,,,
768,Vlaams Gewest,,Vlaams Gewest,127,Belgium,Belgium,,,,,,
669,Belize,,Belize,12,Belize,Belize,,,,,,
780,Alibori,,Alibori,195,Benin,Benin,,,,,,
781,Atakora,,Atakora,195,Benin,Benin,,,,,,
783,Atlantique,,Atlantique,195,Benin,Benin,,,,,,
785,Borgou,,Borgou,195,Benin,Benin,,,,,,
788,Collines,,Collines,195,Benin,Benin,,,,,,
792,Couffo,,Couffo,195,Benin,Benin,,,,,,
790,Donga,,Donga,195,Benin,Benin,,,,,,
794,Mono,,Mono,195,Benin,Benin,,,,,,
795,Oueme,,Oueme,195,Benin,Benin,,,,,,
796,Plateau,,Plateau,195,Benin,Benin,,,,,,
797,Zou,,Zou,195,Benin,Benin,,,,,,
640,Bhutan,,Bhutan,103,Bhutan,Bhutan,,,,,,
1895,Beni,,Beni,108,Bolivia,Bolivia,,,,,,
1899,Chuquisaca,,Chuquisaca,108,Bolivia,Bolivia,,,,,,
1927,Cochabamba,,Cochabamba,108,Bolivia,Bolivia,,,,,,
1931,La Paz,,La Paz,108,Bolivia,Bolivia,,,,,,
1932,Oruro,,Oruro,108,Bolivia,Bolivia,,,,,,
799,Pando,,Pando,108,Bolivia,Bolivia,,,,,,
1937,Potosi,,Potosi,108,Bolivia,Bolivia,,,,,,
1951,Santa Cruz,,Santa Cruz,108,Bolivia,Bolivia,,,,,,
1947,Tarija,,Tarija,108,Bolivia,Bolivia,,,,,,
801,Federacija Bosne I Hercegovine,,BosneHercegovine,202,Bosnia and Herzegovina,Bosnia Herzeg.,,,,,,
90,Republika Srpska,,Republika Srpska,202,Bosnia and Herzegovina,Bosnia Herzeg.,,,,,,
91,Central,,Central,77,Botswana,Botswana,,,,,,
803,Chobe,,Chobe,77,Botswana,Botswana,,,,,,
804,Ghanzi,,Ghanzi,77,Botswana,Botswana,,,,,,
789,Kgalagadi,,Kgalagadi,77,Botswana,Botswana,,,,,,
800,Kgatleng,,Kgatleng,77,Botswana,Botswana,,,,,,
806,Kweneng,,Kweneng,77,Botswana,Botswana,,,,,,
805,Ngamiland,,Ngamiland,77,Botswana,Botswana,,,,,,
808,North East,,North East,77,Botswana,Botswana,,,,,,
812,South-East,,South-East,77,Botswana,Botswana,,,,,,
813,Southern,,Southern,77,Botswana,Botswana,,,,,,
809,Acre,,Acre,191,Brazil,Brazil,,,,,,
206,Alagoas,,Alagoas,191,Brazil,Brazil,,,,,,
810,Amapa,,Amapa,191,Brazil,Brazil,,,,,,
47,Amazonas,,Amazonas,191,Brazil,Brazil,,,,,,
50,Bahia,,Bahia,191,Brazil,Brazil,,,,,,
814,Ceara,,Ceara,191,Brazil,Brazil,,,,,,
816,Distrito Federal,,Distrito Federal,191,Brazil,Brazil,,,,,,
465,Espirito Santo,,Espirito Santo,191,Brazil,Brazil,,,,,,
817,Goias,,Goias,191,Brazil,Brazil,,,,,,
529,Maranhao,,Maranhao,191,Brazil,Brazil,,,,,,
543,Mato Grosso,,Mato Grosso,191,Brazil,Brazil,,,,,,
549,Mato Grosso Do Sul,,Mato Grosso S,191,Brazil,Brazil,,,,,,
711,Minas Gerais,,Minas Gerais,191,Brazil,Brazil,,,,,,
658,Para,,Para,191,Brazil,Brazil,,,,,,
818,Paraiba,,Paraiba,191,Brazil,Brazil,,,,,,
819,Parana,,Parana,191,Brazil,Brazil,,,,,,
820,Pernambuco,,Pernambuco,191,Brazil,Brazil,,,,,,
719,Piaui,,Piaui,191,Brazil,Brazil,,,,,,
723,Rio De Janeiro,,Rio De Janeiro,191,Brazil,Brazil,,,,,,
724,Rio Grande Do Norte,,Rio Grande N,191,Brazil,Brazil,,,,,,
782,Rio Grande Do Sul,,Rio Grande S,191,Brazil,Brazil,,,,,,
14,Rondonia,,Rondonia,191,Brazil,Brazil,,,,,,
787,Roraima,,Roraima,191,Brazil,Brazil,,,,,,
793,Santa Catarina,,Santa Catarina,191,Brazil,Brazil,,,,,,
811,Sao Paulo,,Sao Paulo,191,Brazil,Brazil,,,,,,
802,Sergipe,,Sergipe,191,Brazil,Brazil,,,,,,
66,Tocantins,,Tocantins,191,Brazil,Brazil,,,,,,
649,Brunei Darussalam,,Brunei,203,Brunei Darussalam,Brunei,,,,,,
671,Bulgaria,,Bulgaria,87,Bulgaria,Bulgaria,,,,,,
2244,Boucle Du Mouhoun,,Boucle Mouhoun,219,Burkina Faso,Burkina Faso,,,,,,
2214,Cascades,,Cascades,219,Burkina Faso,Burkina Faso,,,,,,
2245,Centre,,Centre,219,Burkina Faso,Burkina Faso,,,,,,
2204,Centre-est,,Centre-est,219,Burkina Faso,Burkina Faso,,,,,,
1760,Centre-nord,,Centre-nord,219,Burkina Faso,Burkina Faso,,,,,,
2159,Centre-ouest,,Centre-ouest,219,Burkina Faso,Burkina Faso,,,,,,
2161,Centre-sud,,Centre-sud,219,Burkina Faso,Burkina Faso,,,,,,
2236,Est,,Est,219,Burkina Faso,Burkina Faso,,,,,,
406,Hauts-bassins,,Hauts-bassins,219,Burkina Faso,Burkina Faso,,,,,,
2246,Nord,,Nord,219,Burkina Faso,Burkina Faso,,,,,,
2172,Plateau Central,,Plateau Central,219,Burkina Faso,Burkina Faso,,,,,,
2174,Sahel,,Sahel,219,Burkina Faso,Burkina Faso,,,,,,
624,Sud-ouest,,Sud-ouest,219,Burkina Faso,Burkina Faso,,,,,,
10181,Bubanza,,Bubanza,150,Burundi,Burundi,,,,,,
10178,Bujumbura Mairie,,Bujumbura M,150,Burundi,Burundi,,,,,,
10185,Bujumbura Rural,,Bujumbura R,150,Burundi,Burundi,,,,,,
10186,Bururi,,Bururi,150,Burundi,Burundi,,,,,,
10187,Cankuzo,,Cankuzo,150,Burundi,Burundi,,,,,,
10188,Cibitoke,,Cibitoke,150,Burundi,Burundi,,,,,,
10189,Gitega,,Gitega,150,Burundi,Burundi,,,,,,
10190,Karuzi,,Karuzi,150,Burundi,Burundi,,,,,,
10191,Kayanza,,Kayanza,150,Burundi,Burundi,,,,,,
10192,Kirundo,,Kirundo,150,Burundi,Burundi,,,,,,
10193,Makamba,,Makamba,150,Burundi,Burundi,,,,,,
10179,Muramvya,,Muramvya,150,Burundi,Burundi,,,,,,
10180,Muyinga,,Muyinga,150,Burundi,Burundi,,,,,,
10177,Mwaro,,Mwaro,150,Burundi,Burundi,,,,,,
10182,Ngozi,,Ngozi,150,Burundi,Burundi,,,,,,
10183,Rutana,,Rutana,150,Burundi,Burundi,,,,,,
10184,Ruyigi,,Ruyigi,150,Burundi,Burundi,,,,,,
2228,District autonome de Abidjan,,Abidjan,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
995,Vallee Du Bandama,,Bandama,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
76,Bas Sassandra,,Bas Sassandra,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
2227,Comoe,,Comoe,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
984,Denguele,,Denguele,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
2216,G├┤h-Djiboua,,G├┤h-Djiboua,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
2218,Lacs,,Lacs,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
2220,Lagunes,,Lagunes,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
259,Montagnes,,Montagnes,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
2222,Sassandra-Marahoue,,Sassandra,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
993,Savanes,,Savanes,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
2225,Woroba,,Woroba,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
2229,District autonome de Yamoussoukro,,Yamoussoukro,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
75,Zanzan,,Zanzan,112,C├┤te d'Ivoire,C├┤te d'Ivoire,,,,,,
407,Area under National Administration 1,,Area under NA 1,132,Cambodia,Cambodia,,,,,,
860,Banteay Meanchey,,Banteay Meanchey,132,Cambodia,Cambodia,,,,,,
798,Battambang,,Battambang,132,Cambodia,Cambodia,,,,,,
841,Kampong Cham,,Kampong Cham,132,Cambodia,Cambodia,,,,,,
852,Kampong Chhnang,,Kampong Chhnang,132,Cambodia,Cambodia,,,,,,
834,Kampong Speu,,Kampong Speu,132,Cambodia,Cambodia,,,,,,
697,Kampong Thom,,Kampong Thom,132,Cambodia,Cambodia,,,,,,
861,Kampot,,Kampot,132,Cambodia,Cambodia,,,,,,
864,Kandal,,Kandal,132,Cambodia,Cambodia,,,,,,
863,Koh Kong,,Koh Kong,132,Cambodia,Cambodia,,,,,,
715,Kratie,,Kratie,132,Cambodia,Cambodia,,,,,,
866,Mondul Kiri,,Mondul Kiri,132,Cambodia,Cambodia,,,,,,
872,Otdar Meanchey,,Otdar Meanchey,132,Cambodia,Cambodia,,,,,,
737,Pailin,,Pailin,132,Cambodia,Cambodia,,,,,,
256,Phnom Penh,,Phnom Penh,132,Cambodia,Cambodia,,,,,,
865,Preah Sihanouk,,Preah Sihanouk,132,Cambodia,Cambodia,,,,,,
437,Preah Vihear,,Preah Vihear,132,Cambodia,Cambodia,,,,,,
873,Prey Veng,,Prey Veng,132,Cambodia,Cambodia,,,,,,
468,Pursat,,Pursat,132,Cambodia,Cambodia,,,,,,
868,Ratanak Kiri,,Ratanak Kiri,132,Cambodia,Cambodia,,,,,,
869,Siem Reap,,Siem Reap,132,Cambodia,Cambodia,,,,,,
845,Stung Treng,,Stung Treng,132,Cambodia,Cambodia,,,,,,
874,Svay Rieng,,Svay Rieng,132,Cambodia,Cambodia,,,,,,
876,Takeo,,Takeo,132,Cambodia,Cambodia,,,,,,
878,Adamaoua,,Adamaoua,135,Cameroon,Cameroon,,,,,,
880,Centre,,Centre,135,Cameroon,Cameroon,,,,,,
882,Est,,Est,135,Cameroon,Cameroon,,,,,,
847,Extr├¬me - Nord,,Extr├¬me - Nord,135,Cameroon,Cameroon,,,,,,
853,Littoral,,Littoral,135,Cameroon,Cameroon,,,,,,
854,Nord,,Nord,135,Cameroon,Cameroon,,,,,,
784,Nord - Ouest,,Nord - Ouest,135,Cameroon,Cameroon,,,,,,
436,Ouest,,Ouest,135,Cameroon,Cameroon,,,,,,
857,Sud,,Sud,135,Cameroon,Cameroon,,,,,,
858,Sud - Ouest,,Sud - Ouest,135,Cameroon,Cameroon,,,,,,
862,Alberta,,Alberta,19,Canada,Canada,,,,,,
884,British Columbia,,British Columbia,19,Canada,Canada,,,,,,
867,Manitoba,,Manitoba,19,Canada,Canada,,,,,,
870,New Brunswick,,New Brunswick,19,Canada,Canada,,,,,,
871,Newfoundland and Labrador,,Newfoundland,19,Canada,Canada,,,,,,
875,Nova Scotia,,Nova Scotia,19,Canada,Canada,,,,,,
304,Nunavut,,Nunavut,19,Canada,Canada,,,,,,
885,Northwest Territories,,NW Territories,19,Canada,Canada,,,,,,
877,Ontario,,Ontario,19,Canada,Canada,,,,,,
879,Prince Edward Island,,Prince Edward,19,Canada,Canada,,,,,,
886,Qu├⌐bec,,Qu├⌐bec,19,Canada,Canada,,,,,,
881,Saskatchewan,,Saskatchewan,19,Canada,Canada,,,,,,
168,Yukon,,Yukon,19,Canada,Canada,,,,,,
338,Cape Verde,,Cape Verde,15,Cape Verde,Cape Verde,,,,,,
307,Cayman Islands,,Cayman Islands,18,Cayman Islands,Cayman Islands,,,,,,
888,Bamingui-Bangoran,,Bamingui,61,Central African Republic,Central Africa,,,,,,
891,Basse-Kotto,,Basse-Kotto,61,Central African Republic,Central Africa,,,,,,
169,Haute-Kotto,,Haute-Kotto,61,Central African Republic,Central Africa,,,,,,
892,Haut-Mbomou,,Haut-Mbomou,61,Central African Republic,Central Africa,,,,,,
894,K├⌐mo,,K├⌐mo,61,Central African Republic,Central Africa,,,,,,
896,Lobaye,,Lobaye,61,Central African Republic,Central Africa,,,,,,
883,Mamb├⌐r├⌐-Kad├⌐├»,,Mamb├⌐r├⌐-Kad├⌐├»,61,Central African Republic,Central Africa,,,,,,
170,Mbomou,,Mbomou,61,Central African Republic,Central Africa,,,,,,
72,Nana-Gribizi,,Nana-Gribizi,61,Central African Republic,Central Africa,,,,,,
897,Nana-Mamb├⌐r├⌐,,Nana-Mamb├⌐r├⌐,61,Central African Republic,Central Africa,,,,,,
889,Ombella M'Poko,,Ombella M'Poko,61,Central African Republic,Central Africa,,,,,,
171,Ouaka,,Ouaka,61,Central African Republic,Central Africa,,,,,,
172,Ouham,,Ouham,61,Central African Republic,Central Africa,,,,,,
77,Ouham Pend├⌐,,Ouham Pend├⌐,61,Central African Republic,Central Africa,,,,,,
898,Sangha-Mba├⌐r├⌐,,Sangha-Mba├⌐r├⌐,61,Central African Republic,Central Africa,,,,,,
471,Vakaga,,Vakaga,61,Central African Republic,Central Africa,,,,,,
10147,Barh-El-Gazal,,Barh-El-Gazal,212,Chad,Chad,,,,,,
10148,Batha,,Batha,212,Chad,Chad,,,,,,
10140,Borkou,,Borkou,212,Chad,Chad,,,,,,
10139,Chari-Baguirmi,,Chari-Baguirmi,212,Chad,Chad,,,,,,
10146,Ennedi Est,,Ennedi Est,212,Chad,Chad,,,,,,
10141,Ennedi Ouest,,Ennedi Ouest,212,Chad,Chad,,,,,,
10159,Guera,,Guera,212,Chad,Chad,,,,,,
10150,Hadjer-Lamis,,Hadjer-Lamis,212,Chad,Chad,,,,,,
10152,Kanem,,Kanem,212,Chad,Chad,,,,,,
10153,Lac,,Lac,212,Chad,Chad,,,,,,
10161,Logone Occidental,,Logone Occid.,212,Chad,Chad,,,,,,
10142,Logone Oriental,,Logone Oriental,212,Chad,Chad,,,,,,
10160,Mandoul,,Mandoul,212,Chad,Chad,,,,,,
10143,Mayo-Kebbi Est,,Mayo-Kebbi Est,212,Chad,Chad,,,,,,
10144,Mayo-Kebbi Ouest,,Mayo-Kebbi Ouest,212,Chad,Chad,,,,,,
10149,Moyen-Chari,,Moyen-Chari,212,Chad,Chad,,,,,,
10154,N'Djamena,,N'Djamena,212,Chad,Chad,,,,,,
10155,Ouaddai,,Ouaddai,212,Chad,Chad,,,,,,
10156,Salamat,,Salamat,212,Chad,Chad,,,,,,
10145,Sila,,Sila,212,Chad,Chad,,,,,,
10151,Tandjile,,Tandjile,212,Chad,Chad,,,,,,
10157,Tibesti,,Tibesti,212,Chad,Chad,,,,,,
10158,Wadi Fira,,Wadi Fira,212,Chad,Chad,,,,,,
911,Antofagasta,,Antofagasta,1,Chile,Chile,,,,,,
912,Araucania,,Araucania,1,Chile,Chile,,,,,,
2389,Arica y Painacota,,Arica,1,Chile,Chile,,,,,,
913,Atacama,,Atacama,1,Chile,Chile,,,,,,
183,Libertador Gral. Bernardo O'Higgins,,Bernardo Higgins,1,Chile,Chile,,,,,,
917,Biobio,,Biobio,1,Chile,Chile,,,,,,
915,Aisen del Gral. Carlos Iba├▒ez del Campo,,Carlos Iba├▒ez,1,Chile,Chile,,,,,,
919,Coquimbo,,Coquimbo,1,Chile,Chile,,,,,,
2331,Los Lagos,,Los Lagos,1,Chile,Chile,,,,,,
2365,Los Rios,,Los Rios,1,Chile,Chile,,,,,,
17,Magallanes y Antartica chilena,,Magallanes,1,Chile,Chile,,,,,,
174,Maule,,Maule,1,Chile,Chile,,,,,,
177,Metropolitana,,Metropolitana,1,Chile,Chile,,,,,,
2325,Tarapaca,,Tarapaca,1,Chile,Chile,,,,,,
